iso;gebietsname;wahlbet;a_ungueltig;a_spoe;a_oevp;a_fpoe;a_gruene;a_neos;a_pilz;a_gilt;a_floe;a_kpoe;a_weisse;gewinner;spoe;oevp;fpoe;gruene;neos;pilz;gilt;floe;kpoe;weisse
41703;Attnang-Puchheim;60.88230226;0.990659496;38.53630646;20.12578616;29.35963408;3.373356204;3.087478559;3.602058319;0.800457404;0.057175529;0.657518582;0.371640938;spoe;1348;704;1027;118;108;126;28;2;23;13
41704;Atzbach;78.06176784;2.182810368;10.041841;43.93305439;33.75174338;3.068340307;4.741980474;3.068340307;0.557880056;0;0.278940028;0.557880056;oevp;72;315;242;22;34;22;4;0;2;4
41705;Aurach am Hongar;73.29420396;1.101101101;23.07692308;26.41700405;37.55060729;1.417004049;2.226720648;3.036437247;1.315789474;0.20242915;0.607287449;4.149797571;fpoe;228;261;371;14;22;30;13;2;6;41
41706;Berg im Attergau;72.9528536;1.19047619;11.87607573;51.80722892;26.33390706;2.581755594;3.614457831;2.581755594;0.516351119;0;0.344234079;0.344234079;oevp;69;301;153;15;21;15;3;0;2;2
41707;Desselbrunn;73.30097087;1.797540208;27.36030829;33.33333333;30.05780347;1.734104046;3.757225434;2.697495183;0.578034682;0.192678227;0.289017341;0;oevp;284;346;312;18;39;28;6;2;3;0
41708;Fornach;77.55905512;2.876480541;11.32404181;51.39372822;28.04878049;1.393728223;2.961672474;1.742160279;1.567944251;0.174216028;0;1.393728223;oevp;65;295;161;8;17;10;9;1;0;8
41709;Frankenburg am Hausruck;75.59539052;1.998644986;27.44555824;29.24300035;32.90701694;2.143104044;3.560318009;2.730729347;1.002419634;0.24196336;0.103698583;0.587625302;fpoe;794;846;952;62;103;79;29;7;3;17
41710;Frankenmarkt;72.7706422;1.916288452;21.38817481;35.93830334;30.38560411;2.827763496;4.42159383;3.444730077;0.668380463;0.154241645;0.359897172;0.411311054;oevp;416;699;591;55;86;67;13;3;7;8
41711;Gampern;76.18633;2.114285714;18.91418564;36.25218914;28.07939288;3.9696439;4.203152364;6.012842966;0.875656743;0;0.467016929;1.22591944;oevp;324;621;481;68;72;103;15;0;8;21
41712;Innerschwand am Mondsee;66.84841876;0.652528548;9.195402299;51.06732348;22.49589491;5.747126437;5.090311987;4.761904762;0.328407225;0;0.985221675;0.328407225;oevp;56;311;137;35;31;29;2;0;6;2
41713;Lenzing;68.26254826;1.583710407;37.47126437;15.82375479;35.17241379;2.337164751;2.988505747;4.214559387;0.957854406;0.038314176;0.383141762;0.61302682;spoe;978;413;918;61;78;110;25;1;10;16
41714;Manning;74.04580153;1.443298969;24.26778243;34.30962343;24.47698745;3.765690377;4.184100418;5.648535565;1.464435146;0;1.046025105;0.836820084;oevp;116;164;117;18;20;27;7;0;5;4
41715;Mondsee;57.19874804;0.547195622;19.60110041;37.27647868;24.75928473;4.539202201;6.74002751;4.814305365;1.237964237;0.206327373;0.618982118;0.137551582;oevp;285;542;360;66;98;70;18;3;9;2
41716;Neukirchen an der Vöckla;74.12959381;1.56555773;20.47713718;36.97813121;30.08614977;2.849569251;3.976143141;3.843605036;0.927766733;0;0.662690524;0.198807157;oevp;309;558;454;43;60;58;14;0;10;3
41717;Niederthalheim;78.93518519;0.879765396;12.86982249;37.13017751;34.46745562;4.289940828;4.733727811;3.106508876;2.071005917;0;0.591715976;0.73964497;oevp;87;251;233;29;32;21;14;0;4;5
41718;Nußdorf am Attersee;66.62995595;1.487603306;13.42281879;45.30201342;28.18791946;1.677852349;5.536912752;3.859060403;0.838926174;0.167785235;0.33557047;0.67114094;oevp;80;270;168;10;33;23;5;1;2;4
41719;Oberhofen am Irrsee;71.57980456;1.706484642;18.86574074;44.21296296;26.15740741;2.199074074;4.282407407;3.356481481;0.347222222;0.347222222;0.115740741;0.115740741;oevp;163;382;226;19;37;29;3;3;1;1
41720;Oberndorf bei Schwanenstadt;74.73214286;1.314217443;26.27118644;26.99757869;35.71428571;3.268765133;3.631961259;2.663438257;0.847457627;0.242130751;0.121065375;0.242130751;fpoe;217;223;295;27;30;22;7;2;1;2
41721;Oberwang;71.53614458;1.473684211;6.517094017;53.52564103;32.26495726;1.068376068;3.418803419;1.282051282;0.641025641;0.106837607;0.320512821;0.854700855;oevp;61;501;302;10;32;12;6;1;3;8
41722;Ottnang am Hausruck;72.05882353;1.360544218;26.66666667;29.83908046;33.14942529;2.850574713;3.310344828;2.436781609;0.91954023;0;0.275862069;0.505747126;fpoe;580;649;721;62;72;53;20;0;6;11
41723;Pfaffing;72.75042445;1.86697783;28.77526754;32.69916766;25.5648038;2.734839477;4.399524376;2.734839477;1.070154578;0.237812128;0.356718193;1.426872771;oevp;242;275;215;23;37;23;9;2;3;12
41724;Pilsbach;73.25800377;1.285347044;28.64583333;37.76041667;22.91666667;2.864583333;3.90625;1.822916667;0;0;0.78125;1.302083333;oevp;110;145;88;11;15;7;0;0;3;5
41725;Pitzenberg;77.85714286;0.917431193;23.14814815;38.27160494;28.39506173;2.160493827;2.469135802;3.703703704;0.308641975;0;0.308641975;1.234567901;oevp;75;124;92;7;8;12;1;0;1;4
41726;Pöndorf;70.35445757;1.679389313;20.26397516;39.44099379;32.84161491;0.698757764;2.173913043;2.950310559;0.698757764;0;0.465838509;0.465838509;oevp;261;508;423;9;28;38;9;0;6;6
41727;Puchkirchen am Trattberg;76.01010101;1.328903654;21.88552189;40.06734007;21.88552189;1.683501684;6.397306397;5.555555556;0.505050505;0;0.673400673;1.346801347;oevp;130;238;130;10;38;33;3;0;4;8
41728;Pühret;74.69635628;2.43902439;23.88888889;34.16666667;31.38888889;5;2.5;1.944444444;0.277777778;0;0.555555556;0.277777778;oevp;86;123;113;18;9;7;1;0;2;1
41729;Redleiten;65.12195122;2.247191011;21.07279693;31.03448276;38.69731801;3.448275862;1.915708812;1.53256705;0.383141762;0.766283525;0.383141762;0.766283525;fpoe;55;81;101;9;5;4;1;2;1;2
41730;Redlham;72.00660611;1.376146789;27.55813953;31.62790698;28.95348837;3.255813953;3.488372093;3.255813953;1.046511628;0;0.581395349;0.23255814;oevp;237;272;249;28;30;28;9;0;5;2
41731;Regau;73.31882911;1.159967629;27.07423581;27.40174672;30.86790393;3.575327511;4.03930131;3.629912664;1.14628821;0.109170306;0.573144105;1.582969432;fpoe;992;1004;1131;131;148;133;42;4;21;58
41732;Rüstorf;68.99458158;1.134380454;25.77228597;28.68490733;34.24536628;2.824360106;4.060017652;3.265666372;0.79435128;0.26478376;0;0;fpoe;292;325;388;32;46;37;9;3;0;0
41733;Rutzenham;74.42922374;1.840490798;12.5;43.125;25.625;5.625;5;3.75;0;0.625;1.25;1.875;oevp;20;69;41;9;8;6;0;1;2;3
41734;St. Georgen im Attergau;68.87835703;1.559633028;17.24137931;35.08853681;32.89841566;3.075489282;5.545200373;4.753028891;0.838769804;0.093196645;0.232991612;0.232991612;oevp;370;753;706;66;119;102;18;2;5;5
41735;St. Lorenz;66.29153269;1.455133387;13.45365053;45.11894996;26.33305989;3.527481542;5.824446267;4.019688269;1.066447908;0;0.246103363;0.410172272;oevp;164;550;321;43;71;49;13;0;3;5
41736;Schlatt;63.83363472;1.416430595;22.98850575;33.04597701;30.17241379;3.879310345;3.879310345;4.454022989;0.862068966;0.431034483;0;0.287356322;oevp;160;230;210;27;27;31;6;3;0;2
41737;Schörfling am Attersee;64.89556614;0.621118012;28.23863636;26.19318182;29.20454545;3.693181818;5.397727273;4.659090909;0.852272727;0.113636364;0.738636364;0.795454545;fpoe;497;461;514;65;95;82;15;2;13;14
41738;Schwanenstadt;67.16723549;0.965447154;27.70651616;26.52642381;30.63109287;5.438686506;4.771677783;3.027193433;0.974858902;0.102616727;0.461775269;0.359158543;fpoe;540;517;597;106;93;59;19;2;9;7
41739;Seewalchen am Attersee;68.48845186;1.035058431;29.8582996;26.85560054;27.46288799;3.441295547;5.36437247;4.55465587;1.113360324;0.067476383;0.438596491;0.843454791;spoe;885;796;814;102;159;135;33;2;13;25
41740;Steinbach am Attersee;71.68405365;1.663201663;18.18181818;41.01479915;20.71881607;7.188160677;5.285412262;4.862579281;0.21141649;0;0.422832981;2.114164905;oevp;86;194;98;34;25;23;1;0;2;10
41741;Straß im Attergau;73.06338028;1.807228916;13.98773006;39.38650307;35.82822086;2.085889571;4.049079755;2.208588957;0.981595092;0.122699387;0.490797546;0.858895706;oevp;114;321;292;17;33;18;8;1;4;7
41742;Tiefgraben;61.33651551;0.944969427;15.20763187;45.73512907;26.5993266;2.525252525;5.44332211;3.479236813;0.617283951;0.056116723;0.112233446;0.224466891;oevp;271;815;474;45;97;62;11;1;2;4
41743;Timelkam;71.25680581;1.591849729;32.38434164;25.26690391;27.79035911;3.073439016;4.464574571;4.885150437;1.099967648;0.129407959;0.355871886;0.549983824;spoe;1001;781;859;95;138;151;34;4;11;17
41744;Ungenach;77.59056445;0.868621064;16.31982475;39.64950712;29.24424973;4.052573932;4.928806134;3.395399781;0.657174151;0;0.438116101;1.314348302;oevp;149;362;267;37;45;31;6;0;4;12
41745;Unterach am Attersee;56.12788632;1.898734177;24.83870968;44.03225806;19.19354839;2.258064516;4.032258065;3.064516129;1.290322581;0;0.64516129;0.64516129;oevp;154;273;119;14;25;19;8;0;4;4
41746;Vöcklabruck;65.5965341;0.762066046;30.35836177;27.11604096;25.9556314;4.368600683;5;5.017064846;0.819112628;0.051194539;0.750853242;0.529010239;spoe;1779;1589;1521;256;293;294;48;3;44;31
41747;Vöcklamarkt;71.875;1.709401709;23.4026465;35.80340265;27.93950851;2.722117202;4.347826087;3.742911153;1.247637051;0.11342155;0.34026465;0.34026465;oevp;619;947;739;72;115;99;33;3;9;9
41748;Weißenkirchen im Attergau;76.171875;0.341880342;12.69296741;48.37049743;31.56089194;2.058319039;1.886792453;1.54373928;0.343053173;0;0.857632933;0.686106346;oevp;74;282;184;12;11;9;2;0;5;4
41749;Weyregg am Attersee;62.94027565;0.486618005;23.10513447;36.9193154;25.18337408;4.034229829;5.134474328;3.056234719;1.100244499;0;0.488997555;0.97799511;oevp;189;302;206;33;42;25;9;0;4;8
41750;Wolfsegg am Hausruck;66.84210526;0.984251969;29.92047714;29.82107356;28.03180915;3.976143141;3.578528827;3.081510934;0.795228628;0;0.69582505;0.099403579;spoe;301;300;282;40;36;31;8;0;7;1
41751;Zell am Moos;67.55407654;1.354679803;13.48314607;45.06866417;25.59300874;2.122347066;7.615480649;4.119850187;0.74906367;0.374531835;0;0.873907615;oevp;108;361;205;17;61;33;6;3;0;7
41752;Zell am Pettenfirst;67.00507614;0.909090909;19.72477064;35.16819572;27.06422018;5.810397554;4.892966361;3.822629969;1.22324159;0;0.611620795;1.681957187;oevp;129;230;177;38;32;25;8;0;4;11
41799;Wahlkarten - Vöcklabruck;;0.915349119;24.66025347;33.41731562;20.7894335;6.466636128;6.229958772;5.672621774;1.152847763;0.129790808;0.862727134;0.603145518;oevp;3230;4377;2723;847;816;743;151;17;113;79
41800;Wels-Land;83.32376632;1.05113447;24.74284688;30.62704936;31.07173337;3.038674033;5.426043211;3.308179491;1.010645466;0.101064547;0.428962853;0.231325518;fpoe;11017;13637;13835;1353;2416;1473;450;45;191;103
41801;Aichkirchen;70.29478458;1.612903226;10.16393443;48.85245902;28.52459016;1.967213115;6.557377049;1.31147541;2.295081967;0.327868852;0;0;oevp;31;149;87;6;20;4;7;1;0;0
41802;Bachmanning;72.35294118;1.08401084;22.46575342;34.52054795;30.95890411;4.657534247;4.109589041;1.917808219;1.095890411;0;0;0.273972603;oevp;82;126;113;17;15;7;4;0;0;1
41803;Bad Wimsbach-Neydharting;72.38239757;1.257861635;25.33616419;37.43807502;27.45930644;1.910828025;3.680113234;2.760084926;0.707714084;0;0.353857042;0.353857042;oevp;358;529;388;27;52;39;10;0;5;5
41804;Buchkirchen;71.83872938;1.275510204;27.47631352;27.4332472;31.86907838;2.928509905;5.03875969;3.488372093;1.335055986;0.043066322;0.129198966;0.258397933;fpoe;638;637;740;68;117;81;31;1;3;6
41805;Eberstalzell;70.57934509;1.570306924;12.76287165;40.97171864;34.44525018;2.320522117;5.076142132;2.683103698;1.160261059;0.072516316;0.290065265;0.217548949;oevp;176;565;475;32;70;37;16;1;4;3
41806;Edt bei Lambach;71.05263158;0.658436214;25.18641259;31.31731566;34.71416736;1.988400994;3.314001657;1.905550953;1.077050539;0;0.414250207;0.082850041;fpoe;304;378;419;24;40;23;13;0;5;1
41807;Fischlham;73.61623616;1.002506266;21.51898734;38.98734177;27.34177215;1.898734177;4.050632911;4.556962025;1.012658228;0;0.253164557;0.379746835;oevp;170;308;216;15;32;36;8;0;2;3
41808;Gunskirchen;71.82212581;0.966475385;24.70265325;31.04605063;31.8999695;2.592253736;5.123513266;2.988716072;0.823421775;0.213479719;0.426959439;0.182982617;fpoe;810;1018;1046;85;168;98;27;7;14;6
41809;Holzhausen;69.10569106;1.176470588;23.80952381;27.77777778;34.92063492;1.984126984;6.944444444;3.174603175;0.992063492;0;0.396825397;0;fpoe;120;140;176;10;35;16;5;0;2;0
41810;Krenglbach;74.58316389;1.090512541;29.82359427;30.09922822;26.79162073;2.756339581;6.560088203;2.315325248;1.047409041;0.055126792;0.33076075;0.220507166;oevp;541;546;486;50;119;42;19;1;6;4
41811;Lambach;59.855565;0.92264017;26.86246418;26.50429799;32.44985673;3.223495702;6.232091691;2.435530086;1.074498567;0.143266476;0.716332378;0.286532951;fpoe;375;370;453;45;87;34;15;2;10;4
41812;Marchtrenk;71.10621327;1.180811808;31.82972367;20.70201643;35.29499627;2.180731889;4.600448096;3.375653473;1.060492905;0.119492158;0.537714712;0.283793876;fpoe;2131;1386;2363;146;308;226;71;8;36;19
41813;Neukirchen bei Lambach;69.17712692;1.612903226;16.18852459;41.39344262;30.73770492;2.663934426;4.713114754;2.459016393;1.43442623;0;0.204918033;0.204918033;oevp;79;202;150;13;23;12;7;0;1;1
41814;Offenhausen;78.42356688;1.421319797;17.40473738;37.6930999;31.92584964;2.059732235;7.10607621;2.265705458;1.338825953;0;0.205973223;0;oevp;169;366;310;20;69;22;13;0;2;0
41815;Pennewang;71.22708039;0.99009901;13.6;49.6;25;3.2;3.8;3.2;0.6;0;0.6;0.4;oevp;68;248;125;16;19;16;3;0;3;2
41816;Pichl bei Wels;74.05724671;0.674846626;21.74181594;33.84805435;31.06856084;3.89129092;4.385423101;3.582458308;0.926497838;0.123533045;0.308832613;0.123533045;oevp;352;548;503;63;71;58;15;2;5;2
41817;Sattledt;70.10471204;1.269604182;20.6505295;33.35854766;34.19062027;1.134644478;5.975794251;2.798789713;1.210287443;0.075642965;0.378214826;0.226928896;fpoe;273;441;452;15;79;37;16;1;5;3
41818;Schleißheim;74.26035503;1.328021248;22.61103634;33.512786;28.12920592;3.903095559;5.248990579;3.633916555;1.615074024;0.269179004;0.538358008;0.269179004;oevp;168;249;209;29;39;27;12;2;4;2
41819;Sipbachzell;74.98341075;0.973451327;17.69436997;37.44414656;31.09919571;0.893655049;8.042895442;3.217158177;1.072386059;0.089365505;0.268096515;0.17873101;oevp;198;419;348;10;90;36;12;1;3;2
41820;Stadl-Paura;62.38582895;0.976042591;29.1218638;19.26523297;40.09856631;2.956989247;3.718637993;3.225806452;0.716845878;0.134408602;0.627240143;0.134408602;fpoe;650;430;895;66;83;72;16;3;14;3
41821;Steinerkirchen an der Traun;74.90636704;1.142857143;14.01734104;43.35260116;29.19075145;3.540462428;4.913294798;2.673410405;1.300578035;0;0.361271676;0.650289017;oevp;194;600;404;49;68;37;18;0;5;9
41822;Steinhaus;68.42417062;0.952380952;18.79370629;29.10839161;40.2972028;2.447552448;5.769230769;2.797202797;0.437062937;0;0.174825175;0.087412587;fpoe;215;333;461;28;66;32;5;0;2;1
41823;Thalheim bei Wels;67.2507696;0.88028169;24.61811723;31.29662522;27.46003552;4.547069272;6.571936057;4.120781528;0.781527531;0.106571936;0.284191829;0.213143872;oevp;693;881;773;128;185;116;22;3;8;6
41824;Weißkirchen an der Traun;74.16286149;1.128783992;25.63570317;30.92890503;29.89102231;1.971977167;6.279190451;3.840166061;0.622729632;0.103788272;0.570835496;0.155682408;oevp;494;596;576;38;121;74;12;2;11;3
41899;Wahlkarten - Wels-Land;;0.803154206;25.43795083;31.97409098;24.53996761;5.196525835;6.477255999;4.283821581;1.074635654;0.147210364;0.603562491;0.250257618;oevp;1728;2172;1667;353;440;291;73;10;41;17
50000;Salzburg;80.65212282;1.057779978;22.22760567;37.70690632;24.42183398;4.026182537;5.695366755;3.530589044;0.879718034;0.697314295;0.61054585;0.203937514;oevp;70191;119072;77120;12714;17985;11149;2778;2202;1928;644
50099;Wahlkarten - Salzburg;;100;;;;;;;;;;;spoe;0;0;0;0;0;0;0;0;0;0
5A000;Salzburg Stadt;75.04053486;0.801589842;26.31394958;31.43394958;20.31731092;6.757647059;6.95394958;5.312268908;1.021848739;0.498823529;1.239663866;0.150588235;oevp;19571;23379;15111;5026;5172;3951;760;371;922;112
5A099;Wahlkarten - Salzburg Stadt;;0.137741047;24.68965517;30.48275862;8;9.655172414;15.5862069;8;0.827586207;0.413793103;2.206896552;0.137931034;oevp;179;221;58;70;113;58;6;3;16;1
5B000;Flachgau/Tennengau;83.07525786;1.116663346;19.88203471;39.81754908;24.30534564;4.103208005;6.034676526;3.59243844;1.030064873;0.430937599;0.546422675;0.257322451;oevp;25652;51373;31359;5294;7786;4635;1329;556;705;332
5B099;Wahlkarten - Flachgau/Tennengau;;0.71942446;24.92753623;27.68115942;12.75362319;9.710144928;14.49275362;7.68115942;1.014492754;0.289855072;1.15942029;0.289855072;oevp;172;191;88;67;100;53;7;2;8;2
5C000;Lungau/Pinzgau/Pongau;81.94005002;1.146968538;22.21609261;39.43516599;27.27183749;2.130139607;4.472937261;2.280512871;0.613060229;1.134472848;0.26782457;0.177956525;oevp;24968;44320;30650;2394;5027;2563;689;1275;301;200
5C099;Wahlkarten - Lungau/Pinzgau/Pongau;;0.638297872;19.48608137;33.61884368;14.56102784;7.280513919;13.49036403;7.280513919;1.713062099;0.856531049;1.498929336;0.214132762;oevp;91;157;68;34;63;34;8;4;7;1
50100;Salzburg(Stadt);74.31390996;0.808080808;26.3299389;31.44331297;20.43856076;6.729124236;6.868974881;5.28581127;1.023761032;0.499660557;1.230142566;0.150712831;oevp;19392;23158;15053;4956;5059;3893;754;368;906;111
50101;Salzburg;61.16560242;0.886881678;26.64806591;30.68300012;22.06831652;6.037542718;6.557593568;5.126215516;1.013686418;0.513447029;1.188687656;0.163444553;oevp;16141;18585;13367;3657;3972;3105;614;311;720;99
50199;Wahlkarten - Salzburg(Stadt);;0.441501104;24.85664042;34.96444682;12.8908938;9.931951984;8.311032954;6.024925453;1.070418228;0.435813136;1.422127074;0.091750134;oevp;3251;4573;1686;1299;1087;788;140;57;186;12
50200;Hallein;82.62611378;1.184272856;22.31966612;39.08409001;23.19384129;3.871750042;5.648299588;3.536179573;0.930573572;0.487846145;0.555524223;0.372229429;oevp;7915;13860;8225;1373;2003;1254;330;173;197;132
50201;Abtenau;77.44900247;1.765557164;21.47908073;49.14555097;20.50677666;1.35533294;4.124926341;2.003535651;0.70713023;0.441956394;0.058927519;0.176782557;oevp;729;1668;696;46;140;68;24;15;2;6
50202;Adnet;77.02082598;1.558203483;18.62197393;45.39106145;22.11359404;2.234636872;5.726256983;3.212290503;0.512104283;0.605214153;0.558659218;1.024208566;oevp;400;975;475;48;123;69;11;13;12;22
50203;Annaberg-Lungötz;80.8259587;1.678832117;19.97030438;50.33407572;23.01410542;0.742390497;2.672605791;1.633259094;0.519673348;0.445434298;0.445434298;0.222717149;oevp;269;678;310;10;36;22;7;6;6;3
50204;Golling an der Salzach;72.78645833;1.162790698;23.43891403;35.42986425;23.80090498;3.484162896;6.787330317;3.755656109;1.085972851;1.221719457;0.633484163;0.36199095;oevp;518;783;526;77;150;83;24;27;14;8
50205;Hallein;67.80289524;1.125368111;27.91192426;27.53962344;27.81618977;4.371875332;6.063184768;3.903840017;1.010530795;0.404212318;0.733964472;0.244654824;spoe;2624;2589;2615;411;570;367;95;38;69;23
50206;Krispl;82.47863248;0.863557858;14.9825784;50.34843206;27.87456446;1.567944251;2.613240418;0.174216028;1.219512195;0;0.348432056;0.871080139;oevp;86;289;160;9;15;1;7;0;2;5
50207;Kuchl;73.22353812;0.960323477;17.96376627;44.98596581;21.81679;4.210257719;5.205409543;3.77647359;0.66343455;0.306200561;0.535850982;0.535850982;oevp;704;1763;855;165;204;148;26;12;21;21
50208;Oberalm;71.75141243;0.918635171;22.20750552;36.73289183;22.42825607;5.474613687;6.004415011;4.768211921;0.927152318;0.662251656;0.706401766;0.088300221;oevp;503;832;508;124;136;108;21;15;16;2
50209;Puch bei Hallein;70.17492711;1.163273785;22.7826818;37.95712484;22.57250946;4.077343422;6.599411517;3.783102144;0.630517024;0.336275746;0.924758302;0.336275746;oevp;542;903;537;97;157;90;15;8;22;8
50210;Rußbach am Paß Gschütt;77.30829421;1.417004049;27.72073922;44.55852156;21.76591376;1.026694045;2.669404517;0.410677618;1.026694045;0.410677618;0.410677618;0;oevp;135;217;106;5;13;2;5;2;2;0
50211;Sankt Koloman;81.03186646;2.059925094;10.13384321;57.17017208;23.51816444;0.86042065;4.684512428;2.007648184;0.669216061;0.382409178;0.286806883;0.286806883;oevp;106;598;246;9;49;21;7;4;3;3
50212;Scheffau am Tennengebirge;77.1849126;0.834326579;14.90384615;50.60096154;25.12019231;1.682692308;3.846153846;1.802884615;1.081730769;0.600961538;0;0.360576923;oevp;124;421;209;14;32;15;9;5;0;3
50213;Bad Vigaun;78.58496526;1.366559486;18.25590872;42.13528932;25.99837001;3.015484923;5.378973105;3.2599837;0.733496333;0.32599837;0.407497963;0.488997555;oevp;224;517;319;37;66;40;9;4;5;6
50299;Wahlkarten - Hallein;;0.680431722;22.46633593;38.43609733;15.6626506;7.583274274;7.370659107;5.197259627;1.653673518;0.566973777;0.54334987;0.519725963;oevp;951;1627;663;321;312;220;70;24;23;22
50300;Salzburg-Umgebung;82.63528915;1.093763313;18.91373871;40.18779141;24.81560047;4.149931624;6.119372449;3.583542409;1.068171295;0.410255306;0.53839279;0.213203545;oevp;17565;37322;23046;3854;5683;3328;992;381;500;198
50301;Anif;69.13580247;0.751879699;18.79734848;41.90340909;21.07007576;4.876893939;7.670454545;4.024621212;0.615530303;0.426136364;0.473484848;0.142045455;oevp;397;885;445;103;162;85;13;9;10;3
50302;Anthering;77.30017762;1.240808824;15.4025128;45.74220568;22.24290368;4.885993485;5.490926012;3.722661703;1.256398325;0.558399255;0.37226617;0.325732899;oevp;331;983;478;105;118;80;27;12;8;7
50303;Bergheim;71.90870329;0.976630624;17.50616414;42.44452272;23.00105671;4.402958788;6.727721029;3.874603734;0.739697076;0.387460373;0.704473406;0.211342022;oevp;497;1205;653;125;191;110;21;11;20;6
50304;Berndorf bei Salzburg;73.98550725;0.881488737;16.99604743;42.29249012;28.75494071;3.260869565;4.743083004;2.173913043;0.494071146;0.494071146;0.197628458;0.592885375;oevp;172;428;291;33;48;22;5;5;2;6
50305;Bürmoos;72.83507998;1.552442257;35.96153846;19.46153846;30.96153846;3.576923077;3.807692308;3.5;1;0.692307692;0.769230769;0.269230769;spoe;935;506;805;93;99;91;26;18;20;7
50306;Dorfbeuern;75.60568087;1.988950276;14.65614431;46.33596392;27.62119504;2.14205186;6.877113867;1.465614431;0.112739572;0.338218715;0.112739572;0.338218715;oevp;130;411;245;19;61;13;1;3;1;3
50307;Ebenau;76.28032345;1.531213192;13.75598086;49.76076555;24.5215311;3.110047847;4.90430622;2.511961722;0.23923445;0.4784689;0.598086124;0.119617225;oevp;115;416;205;26;41;21;2;4;5;1
50308;Elixhausen;73.11874728;0.951814396;19.45945946;43.3033033;20.9009009;3.723723724;6.186186186;4.384384384;0.900900901;0.600600601;0.3003003;0.24024024;oevp;324;721;348;62;103;73;15;10;5;4
50309;Elsbethen;71.91438763;0.85978836;17.57838559;44.06270847;19.94663109;5.470313542;6.837891928;4.002668446;0.9006004;0.100066711;0.800533689;0.300200133;oevp;527;1321;598;164;205;120;27;3;24;9
50310;Eugendorf;73.13915858;0.884955752;16.57037815;42.25315126;26.05042017;3.361344538;6.381302521;2.862394958;1.470588235;0.393907563;0.525210084;0.131302521;oevp;631;1609;992;128;243;109;56;15;20;5
50311;Faistenau;74.58333333;1.284916201;11.88455008;42.78438031;35.14431239;1.924165252;3.565365025;1.810979061;1.867572156;0.509337861;0.452744765;0.056593096;oevp;210;756;621;34;63;32;33;9;8;1
50312;Fuschl am See;71.9962157;0.525624179;12.94583884;50.85865258;22.85336856;2.642007926;5.151915456;4.095112285;1.188903567;0.132100396;0.132100396;0;oevp;98;385;173;20;39;31;9;1;1;0
50313;Göming;83.96694215;1.377952756;13.57285429;56.28742515;17.76447106;3.193612774;5.788423154;2.395209581;0.199600798;0.598802395;0.199600798;0;oevp;68;282;89;16;29;12;1;3;1;0
50314;Grödig;69.50672646;1.037868163;28.85487528;31.51927438;25.05668934;3.401360544;5.442176871;3.656462585;0.736961451;0.48185941;0.651927438;0.198412698;oevp;1018;1112;884;120;192;129;26;17;23;7
50315;Großgmain;67.57197175;0.884244373;15.73398216;36.41524736;30.4947283;4.136253041;6.893755069;4.703974047;0.648824006;0.648824006;0.162206002;0.162206002;oevp;194;449;376;51;85;58;8;8;2;2
50316;Hallwang;70.34161491;1.059602649;19.99107541;39.89290495;23.87327086;3.614457831;5.62248996;4.6854083;1.026327532;0.490852298;0.713966979;0.089245872;oevp;448;894;535;81;126;105;23;11;16;2
50317;Henndorf am Wallersee;71.97469022;1.025641026;20.42931162;38.37897853;27.97927461;2.923760178;5.662472243;2.36861584;0.851221318;0.666173205;0.481125093;0.259067358;oevp;552;1037;756;79;153;64;23;18;13;7
50318;Hintersee;80.95238095;2.076124567;16.60777385;48.0565371;27.20848057;0.35335689;5.300353357;0.706713781;0.706713781;0.35335689;0;0.706713781;oevp;47;136;77;1;15;2;2;1;0;2
50319;Hof bei Salzburg;70.43189369;1.048218029;17.31991525;41.15466102;24.68220339;4.237288136;6.408898305;3.495762712;1.800847458;0.370762712;0.211864407;0.31779661;oevp;327;777;466;80;121;66;34;7;4;6
50320;Köstendorf;71.79236043;1.227830832;16.85082873;45.3038674;25.20718232;2.831491713;4.488950276;3.314917127;1.312154696;0.414364641;0.20718232;0.069060773;oevp;244;656;365;41;65;48;19;6;3;1
50321;Koppl;74.26303855;1.272264631;17.98969072;41.80412371;21.90721649;3.298969072;8.350515464;4.536082474;0.927835052;0.360824742;0.463917526;0.360824742;oevp;349;811;425;64;162;88;18;7;9;7
50322;Lamprechtshausen;73.21063395;1.163873371;17.66368347;39.56665097;27.93217146;3.391427226;5.934997645;3.768252473;0.80075365;0.282618935;0.423928403;0.23551578;oevp;375;840;593;72;126;80;17;6;9;5
50323;Mattsee;70.08892482;0.865051903;15.53228621;45.840605;19.66259453;4.537521815;8.202443281;3.141361257;2.152414194;0.232693426;0.407213496;0.290866783;oevp;267;788;338;78;141;54;37;4;7;5
50324;Neumarkt am Wallersee;67.13594369;1.572739187;21.03861518;32.09054594;30.25965379;3.96138482;6.025299601;3.661784288;1.498002663;0.599201065;0.499334221;0.366178429;oevp;632;964;909;119;181;110;45;18;15;11
50325;Nußdorf am Haunsberg;74.3315508;1.151079137;15.86608443;45.48762737;24.59970888;3.784570597;5.312954876;2.547307132;1.237263464;0.727802038;0.291120815;0.145560408;oevp;218;625;338;52;73;35;17;10;4;2
50326;Oberndorf bei Salzburg;68.08928133;0.900576369;25.69974555;33.04252999;25.44529262;4.79825518;4.761904762;3.671392221;1.090512541;0.36350418;0.945110869;0.18175209;oevp;707;909;700;132;131;101;30;10;26;5
