iso;spoe;oevp;fpoe;gruene;neos;pilz;gilt;floe;kpoe;weisse;abgegebene;ungueltige;gueltige
32119;219;598;428;26;56;44;11;0;7;2;1404;13;1391
32120;281;815;446;45;92;60;15;1;4;3;1781;19;1762
32131;904;1535;1315;96;220;183;66;9;18;5;4416;65;4351
32132;265;505;380;21;59;47;7;2;4;3;1309;16;1293
32134;403;706;432;60;90;102;22;3;8;3;1840;11;1829
32135;1942;3073;2052;314;505;454;131;7;53;22;8635;82;8553
32139;135;352;241;28;36;40;14;0;6;2;863;9;854
32140;348;362;343;58;78;90;20;5;14;3;1328;7;1321
32141;603;731;673;33;64;63;15;1;8;2;2231;38;2193
32142;1127;1331;961;304;241;304;34;15;38;7;4404;42;4362
32143;236;277;294;23;36;56;13;0;1;2;950;12;938
32144;3141;5205;2483;787;1472;1177;159;8;90;24;14657;111;14546
32199;1645;2740;1252;420;570;446;72;5;44;16;7264;54;7210
32200;3195;7987;5294;364;615;515;167;38;76;39;18606;316;18290
32202;214;141;278;9;10;19;5;2;4;2;692;8;684
32203;103;542;274;6;29;14;14;4;5;1;1005;13;992
32206;143;341;242;11;20;14;5;1;5;3;802;17;785
32207;380;475;563;21;40;43;11;5;5;5;1580;32;1548
32209;137;403;319;8;20;15;8;3;3;1;928;11;917
32210;82;347;215;10;22;22;5;0;3;2;715;7;708
32212;101;290;132;11;16;12;8;1;2;2;584;9;575
32214;65;256;192;9;25;17;12;2;1;2;591;10;581
32216;230;873;388;22;48;39;9;3;6;0;1663;45;1618
32217;100;395;279;19;28;14;2;1;0;0;851;13;838
32219;334;750;409;27;49;28;13;2;6;2;1663;43;1620
32220;561;1340;918;94;139;132;33;4;13;8;3278;36;3242
32221;108;355;238;7;29;25;6;5;5;1;797;18;779
32222;48;201;94;5;4;7;4;0;2;2;375;8;367
32223;121;296;159;16;18;10;3;3;1;0;643;16;627
32299;468;982;594;89;118;104;29;2;15;8;2439;30;2409
32300;12404;17003;15061;905;2059;1827;608;55;256;95;50901;628;50273
32301;509;677;499;45;141;90;29;1;14;0;2023;18;2005
32302;52;206;137;3;14;11;1;1;1;1;431;4;427
32304;541;285;525;15;42;47;11;1;8;1;1498;22;1476
32305;765;648;1064;33;63;87;32;5;22;5;2761;37;2724
32306;399;762;508;31;77;73;18;3;10;4;1907;22;1885
32307;824;510;694;37;98;91;29;4;12;6;2334;29;2305
32308;151;251;195;9;24;35;9;0;2;0;686;10;676
32309;138;586;361;8;30;23;7;3;3;0;1173;14;1159
32310;192;274;174;11;14;9;1;0;3;5;691;8;683
32311;149;378;249;20;30;24;16;0;3;1;878;8;870
32312;104;348;178;10;27;11;3;0;3;2;702;16;686
32313;492;700;527;61;130;90;23;1;11;5;2057;17;2040
32314;213;998;458;17;60;44;29;2;3;1;1853;28;1825
32315;231;713;450;15;72;41;23;0;4;2;1572;21;1551
32316;660;683;809;41;103;74;43;3;11;7;2467;33;2434
32317;50;412;158;14;25;29;9;3;1;0;713;12;701
32318;481;444;518;27;48;53;19;2;2;2;1610;14;1596
32319;346;612;451;49;98;93;15;4;13;3;1705;21;1684
32320;278;484;403;7;42;42;11;0;5;3;1289;14;1275
32321;80;193;123;7;16;10;8;0;2;1;443;3;440
32322;64;147;100;5;13;9;6;0;3;0;350;3;347
32323;377;368;422;38;56;78;48;2;12;2;1421;18;1403
32324;44;144;76;5;8;8;3;0;1;1;294;4;290
32325;106;382;207;4;32;21;3;0;4;2;769;8;761
32326;219;200;209;3;6;3;6;0;1;0;659;12;647
32327;862;632;946;44;92;92;25;6;10;2;2745;34;2711
32330;534;390;585;23;64;73;18;1;9;1;1717;19;1698
32331;336;225;254;2;33;37;18;0;7;4;930;14;916
32332;354;340;277;30;40;37;9;0;6;3;1111;15;1096
32333;179;267;183;11;24;25;5;1;5;1;709;8;701
32334;95;299;246;12;23;17;10;0;6;2;719;9;710
32335;174;450;316;12;31;17;9;0;3;2;1030;16;1014
32336;274;378;291;25;69;56;14;1;7;2;1131;14;1117
32337;559;622;969;41;84;107;23;1;15;9;2462;32;2430
32338;376;326;406;21;58;42;16;2;9;3;1279;20;1259
32399;1196;1669;1093;169;272;228;59;8;25;12;4782;51;4731
32500;4541;14992;7880;598;1066;656;276;48;92;51;30699;499;30200
32501;194;503;366;15;31;27;8;2;3;3;1161;9;1152
32502;94;578;290;12;37;13;15;2;5;4;1074;24;1050
32503;115;47;63;0;1;5;1;0;2;1;240;5;235
32504;107;437;196;11;20;11;10;0;1;1;815;21;794
32505;219;485;408;19;15;24;3;0;1;0;1192;18;1174
32506;68;285;145;9;19;8;9;1;3;1;561;13;548
32508;373;1386;812;54;100;57;17;2;9;8;2873;55;2818
32509;125;450;312;6;29;14;6;0;0;1;954;11;943
32511;90;120;94;6;6;6;1;1;0;0;328;4;324
32514;59;209;134;4;7;6;6;0;0;0;437;12;425
32515;137;474;220;12;33;26;14;0;0;3;934;15;919
32516;186;516;336;10;38;15;11;1;3;2;1151;33;1118
32517;119;333;208;10;13;8;1;3;2;1;709;11;698
32518;94;330;189;12;22;16;8;0;1;0;679;7;672
32519;96;258;204;1;14;6;2;10;0;0;597;6;591
32520;82;292;183;9;10;9;7;1;2;2;606;9;597
32521;145;580;275;27;41;20;9;6;3;1;1133;26;1107
32522;85;434;224;12;30;10;7;2;4;0;823;15;808
32523;65;326;136;5;13;5;2;1;0;0;565;12;553
32524;252;360;254;13;24;31;8;1;4;0;964;17;947
32525;78;759;321;11;40;16;9;2;3;0;1259;20;1239
32528;84;390;132;11;29;12;2;1;0;1;670;8;662
32529;143;401;189;11;24;12;6;0;4;1;805;14;791
32530;961;3443;1557;160;300;170;70;5;15;14;6805;110;6695
32599;570;1596;632;158;170;129;44;7;27;7;3364;24;3340
40000;246201;280595;239444;32792;42556;32772;9141;854;5426;2111;902801;10726;892075
40099;0;0;0;0;0;0;0;0;0;0;0;0;0
4A000;67233;46210;46052;8686;10399;8928;2130;151;1981;307;193848;1716;192132
4A099;334;321;179;119;153;118;15;3;14;9;1272;7;1265
4B000;27052;47826;42573;3880;5256;3583;1100;165;500;250;133837;1631;132206
4B099;85;94;73;37;68;46;10;0;11;0;425;1;424
4C000;56535;69393;64579;7752;10521;7946;2093;220;1073;856;223714;2713;221001
4C099;231;174;133;100;106;79;13;2;19;2;866;7;859
4D000;48205;47753;42052;5409;7716;6138;1853;147;870;400;162625;2039;160586
4D099;181;164;103;84;73;68;9;0;19;3;717;13;704
4;47176;69413;44188;7065;8664;6177;1965;171;1002;298;188777;2627;186150
4E+99;191;176;100;75;75;96;16;1;11;1;750;7;743
40100;38840;22811;23067;5574;5637;5438;1195;71;1506;149;105235;909;104326
40101;31985;17705;20055;3943;4235;4228;954;51;1166;118;85255;790;84465
40199;6855;5106;3012;1631;1402;1210;241;20;340;31;19980;119;19861
40200;8371;3919;5635;764;828;909;247;12;154;34;21073;195;20878
40201;7344;3163;5135;591;657;757;205;11;132;31;18213;183;18030
40299;1027;756;500;173;171;152;42;1;22;3;2860;12;2848
40300;9881;6500;8698;1125;1423;1147;242;24;197;36;29572;293;29279
40301;8523;5249;7654;861;1148;937;201;21;165;30;25053;259;24794
40399;1358;1251;1044;264;275;210;41;3;32;6;4519;34;4485
40400;12742;20322;18513;1629;2317;1800;506;99;227;115;59011;739;58272
40401;661;715;921;54;108;73;10;1;4;6;2589;36;2553
40402;191;524;448;26;37;32;9;0;6;3;1295;19;1276
40403;38;139;123;7;9;5;5;0;2;0;332;4;328
40404;2184;1506;2229;234;287;282;63;15;41;10;6927;75;6852
40405;252;613;438;42;45;37;11;1;4;3;1472;26;1446
40406;171;427;423;56;53;25;9;3;3;3;1191;18;1173
40407;165;429;441;19;34;17;5;3;3;0;1132;16;1116
40408;72;194;163;8;20;14;2;0;1;4;486;8;478
40409;81;258;203;12;24;19;11;0;2;1;620;9;611
40410;70;309;248;7;29;20;3;1;2;0;701;12;689
40411;53;155;89;8;9;15;5;0;0;0;336;2;334
40412;105;340;227;8;14;33;5;2;3;1;747;9;738
40413;282;553;544;25;56;29;16;1;10;1;1539;21;1518
40414;261;648;323;44;62;31;15;3;6;4;1409;12;1397
40415;110;284;256;3;15;12;3;0;1;0;694;10;684
40416;65;145;124;4;12;5;5;1;4;0;368;3;365
40417;80;271;214;20;33;13;4;0;1;0;646;10;636
40418;659;725;794;55;89;92;28;6;5;7;2508;48;2460
40419;237;637;507;34;72;43;22;2;7;2;1577;14;1563
40420;118;347;214;12;34;22;4;0;3;2;774;18;756
40421;684;599;725;54;98;86;12;0;8;8;2308;34;2274
40422;255;253;364;20;37;20;12;2;2;0;978;13;965
40423;127;296;193;16;17;36;10;0;1;0;704;8;696
40424;82;169;241;18;20;11;2;2;0;0;550;5;545
40425;254;273;271;12;29;20;5;3;4;1;888;16;872
40426;329;525;500;32;74;37;17;3;2;4;1550;27;1523
40427;235;457;413;23;51;33;3;2;2;1;1240;20;1220
40428;248;633;432;50;44;47;12;3;7;1;1498;21;1477
40429;75;232;176;10;15;18;9;1;0;0;547;11;536
40430;88;234;188;15;23;15;5;1;0;1;572;2;570
40431;116;181;167;14;30;17;4;0;4;0;542;9;533
40432;117;397;343;20;35;15;3;2;2;1;946;11;935
40433;104;185;230;5;13;6;9;1;0;3;560;4;556
40434;104;196;205;8;21;8;2;2;0;1;555;8;547
40435;17;89;127;3;7;3;2;0;1;0;253;4;249
40436;287;340;377;18;43;16;8;1;6;3;1117;18;1099
40437;350;482;483;25;55;50;19;2;9;1;1495;19;1476
40438;307;417;323;26;59;45;7;0;1;3;1199;11;1188
40439;29;215;49;17;9;5;4;0;1;0;330;1;329
40440;50;91;87;4;5;3;1;0;0;0;242;1;241
40441;486;598;662;46;63;63;14;8;8;5;1973;20;1953
40442;77;228;186;14;15;14;4;1;0;0;542;3;539
40443;147;528;316;28;28;23;5;0;6;2;1090;7;1083
40444;32;172;154;3;11;6;2;0;3;1;387;3;384
40445;54;137;85;2;7;3;0;1;2;0;295;4;291
40446;142;293;286;17;20;10;4;3;0;2;790;13;777
40499;2091;2883;2001;451;446;371;96;22;50;30;8517;76;8441
40500;5761;6744;6385;715;974;657;215;27;80;48;21879;270;21609
40501;1178;834;1004;86;174;110;36;3;15;7;3479;31;3448
40502;355;291;311;58;45;34;10;4;3;3;1132;17;1115
40503;586;574;527;80;72;52;16;2;9;2;1945;25;1920
40504;411;371;416;40;43;36;14;0;4;3;1349;11;1338
40505;193;300;230;23;37;18;7;0;1;2;823;12;811
40506;615;872;862;60;113;61;14;0;9;5;2646;35;2611
40507;300;380;364;20;34;38;7;2;4;1;1164;14;1150
40508;320;612;563;56;64;50;20;3;8;7;1721;18;1703
40509;271;336;335;33;26;24;14;2;4;1;1060;14;1046
40510;338;430;435;43;63;38;20;0;6;2;1396;21;1375
40511;349;361;415;42;71;48;10;3;2;5;1320;14;1306
40512;136;422;306;18;44;24;11;0;0;0;978;17;961
40599;709;961;617;156;188;124;36;8;15;10;2866;41;2825
40600;11915;16691;11025;1620;1697;1336;473;69;254;69;45877;720;45157
40601;1306;1312;1069;219;157;170;32;18;26;4;4389;76;4313
40602;265;418;322;18;40;34;10;5;6;4;1139;17;1122
40603;493;623;340;56;41;37;18;2;11;3;1638;14;1624
40604;456;412;427;73;95;65;26;1;11;3;1584;15;1569
40605;174;311;132;34;20;22;11;1;7;6;728;10;718
40606;33;263;99;2;10;3;2;0;2;0;418;4;414
40607;350;475;315;31;59;24;10;0;8;1;1300;26;1274
40608;351;825;596;31;52;19;18;0;3;1;1924;28;1896
40609;407;684;360;49;56;61;15;2;7;2;1679;36;1643
40610;102;280;160;17;16;16;3;0;3;0;616;19;597
40611;192;472;253;7;19;15;8;1;1;0;986;18;968
40612;496;666;423;93;78;61;36;0;12;4;1901;32;1869
40613;93;227;212;22;19;7;7;0;1;0;593;5;588
40614;994;990;775;89;142;88;34;4;23;2;3184;43;3141
40615;427;680;325;52;74;35;8;1;12;1;1656;41;1615
40616;254;286;226;34;29;27;9;2;9;2;894;16;878
40617;207;387;243;19;9;17;11;0;5;1;913;14;899
40618;491;581;513;18;43;31;17;0;3;4;1727;26;1701
40619;232;539;337;21;34;15;8;0;4;2;1213;21;1192
40620;588;699;406;48;77;43;19;6;12;2;1922;22;1900
40621;211;591;430;23;33;16;7;0;3;1;1345;30;1315
40622;450;383;283;42;47;50;15;1;7;0;1303;25;1278
40623;201;328;186;31;39;21;5;3;3;0;825;6;819
40624;812;698;619;104;99;78;28;3;15;3;2496;37;2459
40625;139;303;135;16;22;14;6;0;1;1;645;8;637
40626;200;439;210;23;24;27;3;2;0;2;950;20;930
40627;343;711;458;79;67;56;26;3;10;2;1794;39;1755
40699;1648;2108;1171;369;296;284;81;14;49;18;6115;72;6043
40700;19652;18479;16093;2147;3129;2648;728;68;353;209;64394;861;63533
40701;1583;1639;1286;143;334;191;51;5;20;11;5339;75;5264
40702;1484;811;1184;86;154;165;42;6;25;18;4059;84;3975
40703;2220;1862;1840;263;349;324;96;11;47;28;7143;102;7041
40704;1683;974;1175;97;132;250;44;3;30;8;4464;67;4397
40705;1671;1883;1376;239;384;321;61;3;28;20;6034;45;5989
40706;395;270;234;11;22;31;7;0;3;1;990;16;974
40707;318;350;355;32;52;38;14;1;6;1;1193;26;1167
40708;399;551;448;42;87;42;11;2;4;10;1620;23;1597
40709;224;85;73;15;17;27;3;0;2;2;456;8;448
40710;190;531;344;20;43;21;14;0;2;0;1180;15;1165
40711;1768;1153;1360;100;159;163;60;2;16;20;4872;66;4806
40712;192;96;82;6;8;25;0;0;9;0;425;7;418
40713;840;873;814;106;116;82;32;7;9;16;2933;37;2896
40714;658;511;636;55;95;64;28;2;5;9;2098;35;2063
40715;253;344;338;32;32;23;12;0;8;6;1065;14;1051
40716;161;270;153;15;19;12;6;0;1;1;642;4;638
40717;334;557;361;26;53;43;9;1;6;6;1415;19;1396
40718;257;295;164;37;53;37;8;6;4;2;874;11;863
40719;761;736;669;75;156;89;33;4;15;4;2599;56;2543
40720;1084;1235;1298;164;166;86;45;8;17;7;4175;64;4111
40799;3177;3453;1903;583;698;614;152;7;96;39;10818;87;10731
40800;8833;15397;12292;1389;1744;1227;385;38;161;120;42202;610;41592
40801;82;184;185;7;26;18;5;0;3;2;517;5;512
40802;502;654;542;65;95;75;23;1;10;2;1989;19;1970
40803;201;604;415;35;69;26;20;1;2;4;1392;15;1377
40804;71;331;233;13;12;16;3;0;2;1;694;12;682
40805;297;380;432;42;44;33;12;0;7;2;1266;17;1249
40806;365;582;678;69;86;46;13;0;12;4;1895;39;1856
40807;206;294;218;23;24;21;7;1;3;0;814;17;797
40808;644;712;673;86;100;83;14;0;8;4;2359;34;2325
40809;252;418;325;28;52;25;13;2;2;3;1134;14;1120
40810;45;230;146;7;14;8;2;0;1;1;459;5;454
40811;171;335;279;19;40;28;7;0;4;6;908;19;889
40812;296;525;407;28;55;45;16;1;5;1;1411;32;1379
40813;148;224;321;14;27;30;7;0;1;4;788;12;776
40814;164;355;214;40;44;24;7;0;2;6;867;11;856
40815;92;316;217;11;18;20;4;0;2;3;691;8;683
40816;290;521;479;36;38;31;7;0;4;1;1430;23;1407
40817;162;426;305;31;26;26;8;0;1;3;1003;15;988
40818;175;214;222;15;39;17;8;2;1;2;700;5;695
40819;252;430;346;50;41;35;16;2;4;2;1195;17;1178
40820;51;200;59;7;10;6;1;0;0;2;342;6;336
40821;97;252;139;24;15;28;3;0;3;1;568;6;562
40822;199;317;307;28;46;26;4;0;2;6;951;16;935
40823;100;197;270;16;24;12;8;1;4;0;637;5;632
40824;190;629;374;25;38;18;2;2;2;1;1297;16;1281
40825;165;242;191;21;40;36;3;1;3;1;714;11;703
40826;52;128;109;14;11;12;5;0;2;0;338;5;333
40827;574;438;467;52;55;48;15;2;4;2;1680;23;1657
40828;86;274;174;19;16;13;7;0;1;2;599;7;592
40829;196;417;430;23;39;36;8;1;5;5;1177;17;1160
40830;138;212;118;23;29;14;4;1;2;1;549;7;542
40831;348;879;581;69;81;63;20;1;7;17;2098;32;2066
40832;450;481;539;59;90;51;16;1;3;1;1710;19;1691
40833;169;387;218;40;48;23;15;2;3;4;929;20;909
40834;61;214;155;11;15;6;2;0;3;2;475;6;469
40899;1542;2395;1524;339;337;228;80;16;43;24;6626;95;6531
40900;8642;11661;9915;1187;1898;1129;412;28;162;78;35612;494;35118
40901;72;147;85;5;22;14;2;0;0;1;351;3;348
40902;479;579;629;39;66;58;24;0;8;4;1917;31;1886
40903;91;203;133;9;24;13;3;1;4;0;483;2;481
40904;227;380;321;34;34;54;17;1;3;2;1092;19;1073
40905;720;501;511;120;102;60;23;0;13;4;2078;23;2055
40906;254;144;142;9;12;6;7;1;3;0;590;12;578
40907;663;1190;867;102;229;105;30;1;12;5;3245;41;3204
40908;940;841;883;120;178;130;31;2;12;7;3187;43;3144
40909;568;526;593;44;89;45;16;0;10;4;1922;25;1897
40910;238;575;314;45;93;34;13;0;8;9;1356;27;1329
40911;59;121;61;11;13;6;3;0;0;1;278;3;275
40912;555;926;972;96;139;83;26;3;11;7;2868;49;2819
40913;235;601;484;44;92;29;17;0;4;4;1535;24;1511
40914;140;97;104;0;9;7;10;0;2;0;373;4;369
40915;249;331;268;24;52;19;16;4;4;0;976;9;967
40916;36;39;85;1;5;4;0;0;0;0;174;4;170
40917;340;474;423;63;110;51;11;0;9;2;1514;31;1483
40918;303;337;421;14;28;25;15;2;1;0;1164;18;1146
40919;99;195;142;13;33;14;3;0;3;0;511;9;502
40920;250;503;342;27;46;38;10;2;3;7;1241;13;1228
40921;54;169;142;6;13;9;4;0;1;3;411;10;401
40922;305;679;431;49;72;38;23;0;7;6;1635;25;1610
40923;362;372;313;25;78;40;8;1;7;1;1221;14;1207
40999;1403;1731;1249;287;359;247;100;10;37;11;5490;55;5435
41000;28059;23078;22806;2993;4609;3372;920;77;461;149;87341;800;86541
41001;155;277;171;18;43;22;11;0;0;1;702;4;698
41002;2474;1412;2492;148;216;233;56;5;40;6;7154;72;7082
41003;1200;675;1091;65;131;94;40;1;16;5;3360;42;3318
41004;101;187;150;10;32;15;1;0;3;0;507;7;500
41005;1837;1330;1432;169;264;237;67;6;34;5;5424;43;5381
41006;221;292;177;22;57;37;7;0;4;0;827;10;817
41007;921;854;1061;95;150;93;40;8;8;8;3265;27;3238
41008;307;293;280;38;65;30;7;0;7;1;1038;10;1028
41009;367;482;426;34;81;34;10;0;6;3;1454;11;1443
41010;483;355;356;69;90;60;16;0;6;0;1451;16;1435
41011;636;521;551;38;101;62;21;2;4;2;1958;20;1938
41012;4627;3553;3407;566;915;618;141;8;79;28;14067;123;13944
41013;952;1261;779;126;216;157;33;4;13;2;3571;27;3544
41014;936;825;788;140;173;149;29;4;17;11;3105;32;3073
41015;269;481;278;47;56;28;12;0;1;1;1178;5;1173
41016;390;366;337;24;48;44;16;0;11;0;1245;8;1237
41017;1336;965;1109;122;209;131;37;2;13;6;3970;39;3931
41018;282;333;287;36;37;42;14;4;6;2;1054;11;1043
41019;589;602;818;55;129;55;14;1;4;10;2310;33;2277
41020;735;878;639;68;171;86;39;2;10;2;2664;32;2632
41021;4108;2281;3121;278;374;370;114;11;77;15;10859;108;10751
41022;1003;1076;648;153;250;146;32;2;14;9;3367;34;3333
41099;4130;3779;2408;672;801;629;163;17;88;32;12811;86;12725
41100;12722;15123;11222;1285;1744;1314;422;33;187;73;44740;607;44133
41101;196;305;202;14;23;22;5;1;1;1;780;10;770
41102;219;303;215;24;37;33;12;2;2;0;855;8;847
41103;157;351;352;18;37;25;1;1;2;1;956;11;945
41104;133;255;168;5;12;12;7;2;2;2;603;5;598
41105;396;538;437;33;59;49;12;0;1;0;1548;22;1526
41106;563;564;412;74;106;57;20;0;15;1;1832;20;1812
41107;80;172;166;9;10;22;11;1;2;1;483;9;474
41108;124;660;326;40;26;27;17;0;5;7;1262;30;1232
41109;618;339;399;33;46;38;8;1;7;1;1509;19;1490
41110;848;540;661;66;81;75;31;1;17;6;2351;25;2326
41111;997;604;587;74;145;67;19;0;10;4;2549;41;2508
41112;211;394;262;18;30;23;8;0;2;0;960;12;948
41113;121;457;297;10;32;16;7;3;3;1;965;18;947
41114;564;801;602;20;85;36;18;2;4;3;2169;34;2135
41115;165;426;283;17;34;15;8;1;2;1;966;13;953
41116;1274;1387;1141;132;204;122;32;4;21;4;4375;54;4321
41117;82;347;92;13;14;30;5;0;1;4;592;4;588
41118;851;822;536;83;106;47;13;2;7;1;2495;27;2468
41119;320;465;345;13;27;34;9;2;5;1;1245;24;1221
41120;926;589;517;107;89;92;25;2;17;3;2400;33;2367
41121;84;184;92;9;12;11;5;0;2;1;404;4;400
41122;73;320;103;9;11;6;9;0;1;4;551;13;538
41123;247;340;347;22;45;28;20;0;2;2;1073;20;1053
41124;1057;777;695;88;105;103;26;2;7;10;2918;47;2871
41125;458;615;454;23;44;43;13;0;3;2;1676;21;1655
41126;125;373;218;22;27;23;4;2;2;3;811;11;800
41199;1833;2195;1313;309;297;258;77;4;44;9;6412;72;6340
41200;7396;13392;11872;1243;1631;940;318;38;138;78;37535;482;37053
41201;43;192;137;9;17;10;1;0;2;0;421;10;411
41202;99;157;176;10;13;7;2;0;0;1;470;5;465
41203;324;425;582;25;53;23;16;2;7;4;1479;17;1462
41204;473;471;658;53;58;42;12;3;7;5;1804;22;1782
41205;89;167;144;11;18;5;2;0;3;1;447;7;440
41206;47;117;86;10;7;2;0;0;4;1;281;7;274
41207;95;238;242;15;18;14;6;0;1;3;642;10;632
41208;114;225;198;11;11;14;7;0;2;0;586;4;582
41209;181;509;341;40;86;36;4;3;1;3;1224;19;1205
41210;53;172;116;6;8;2;0;0;1;0;363;5;358
41211;55;175;158;5;12;11;2;1;0;3;430;8;422
41212;85;341;293;17;22;15;6;2;0;4;796;11;785
41213;180;472;430;25;38;24;12;0;3;6;1201;11;1190
41214;186;408;439;31;46;23;6;2;2;0;1161;18;1143
41215;226;416;578;15;38;35;24;4;3;3;1360;18;1342
41216;20;102;36;16;13;6;0;0;1;0;196;2;194
41217;99;135;132;8;10;4;4;0;3;1;400;4;396
41218;293;448;384;51;74;27;5;1;6;2;1309;18;1291
41219;147;159;275;21;17;14;5;0;0;1;644;5;639
41220;93;227;260;15;21;16;6;1;0;2;647;6;641
41221;80;215;157;12;19;17;6;0;0;0;511;5;506
41222;46;211;114;10;15;12;3;0;4;0;423;8;415
41223;110;221;203;8;14;13;9;0;4;2;590;6;584
41224;132;295;284;17;22;16;4;0;0;0;781;11;770
41225;1361;1420;1493;223;294;173;43;3;24;2;5100;64;5036
41226;45;186;71;5;13;10;1;0;0;0;333;2;331
41227;70;224;177;7;31;18;5;2;2;0;544;7;537
41228;181;295;285;26;38;20;7;3;2;0;867;10;857
41229;136;239;181;16;28;12;8;0;5;1;631;5;626
41230;83;151;126;6;24;8;4;0;1;2;413;8;405
41231;249;595;435;59;56;24;12;2;6;3;1463;21;1442
41232;128;335;260;30;48;18;6;1;1;0;838;11;827
41233;151;348;255;27;31;13;6;0;5;0;847;11;836
41234;249;447;438;17;32;18;4;2;2;2;1237;26;1211
41235;44;159;99;10;8;4;1;1;1;0;330;3;327
41236;93;104;98;15;14;9;0;0;0;1;340;6;334
41299;1336;2391;1531;361;364;225;79;5;35;25;6426;71;6355
41300;7326;16575;9695;1251;1689;981;403;27;176;61;38744;555;38189
41301;42;90;85;3;10;7;6;0;0;1;248;4;244
41302;58;136;87;5;22;6;6;0;1;1;323;1;322
41304;261;471;410;39;73;36;26;1;4;2;1334;11;1323
41305;98;369;173;15;32;14;5;0;4;3;723;10;713
41306;37;147;93;4;5;5;2;0;0;1;296;2;294
41307;42;178;83;13;18;4;2;1;0;0;348;7;341
41309;429;510;318;63;58;33;13;1;9;2;1470;34;1436
41310;142;203;156;17;24;17;9;0;4;1;582;9;573
41311;21;137;87;2;9;6;6;0;1;2;280;9;271
41312;148;351;222;35;39;27;4;0;6;0;840;8;832
41313;265;338;217;7;36;16;9;1;0;0;901;12;889
41314;142;258;173;11;28;9;4;0;5;1;641;10;631
41315;159;295;273;14;12;12;1;0;1;0;770;3;767
41316;231;362;191;32;34;20;5;1;4;0;890;10;880
41317;123;422;287;9;19;8;5;1;0;1;886;11;875
41318;161;360;256;20;28;22;13;1;1;0;879;17;862
41319;38;143;77;6;5;3;0;0;1;0;279;6;273
41320;99;194;72;7;8;9;1;0;2;0;398;6;392
41321;137;273;145;32;30;23;3;1;8;2;660;6;654
41322;67;306;169;11;23;7;7;0;1;1;602;10;592
41323;169;477;233;29;61;36;12;1;5;1;1036;12;1024
41324;34;196;86;5;10;10;4;0;0;2;357;10;347
41325;134;437;260;28;39;30;6;0;2;1;949;11;938
41326;169;476;236;15;30;19;8;2;0;1;969;13;956
41327;99;456;241;25;23;16;4;1;1;1;880;13;867
41328;109;464;234;20;44;22;10;0;5;2;926;16;910
41329;153;434;126;23;31;12;5;1;2;2;803;14;789
41331;100;248;187;10;17;7;9;0;1;1;585;5;580
41332;448;902;557;61;106;61;20;0;5;1;2195;33;2162
41333;72;125;66;7;18;7;5;0;0;0;307;7;300
41334;185;556;221;26;49;20;5;1;5;0;1086;18;1068
41335;101;252;115;21;16;20;2;1;2;1;542;11;531
41336;56;171;86;22;26;12;4;0;4;0;387;6;381
41337;130;329;199;22;29;13;9;0;2;2;747;11;736
41338;191;690;331;58;54;21;14;0;4;5;1390;22;1368
41340;99;106;95;11;17;2;7;0;2;1;345;5;340
41341;56;148;115;6;8;5;1;0;1;0;344;4;340
41342;333;666;476;47;65;36;13;1;7;1;1666;21;1645
41343;340;686;462;57;73;43;13;1;9;2;1705;19;1686
41344;507;1143;717;127;133;91;33;4;14;5;2835;61;2774
41399;1141;2070;1078;286;327;214;92;6;53;14;5340;57;5283
41400;6829;14018;12115;971;1240;797;266;28;124;57;36866;409;36457
41401;99;173;115;14;13;4;5;0;2;2;428;1;427
41402;666;992;1131;64;75;54;24;3;5;4;3059;41;3018
41403;192;364;388;40;41;22;10;1;6;0;1078;14;1064
41404;169;357;304;30;25;25;6;1;7;0;930;6;924
41405;99;316;145;7;25;10;0;1;0;1;612;4;608
41406;104;338;282;10;27;20;5;0;4;3;800;7;793
41407;84;164;150;14;13;14;6;0;2;0;449;2;447
41408;181;327;433;8;33;29;6;1;1;2;1035;14;1021
41409;217;670;623;35;48;40;10;2;0;4;1674;24;1650
41410;103;292;165;13;9;8;2;0;1;3;603;6;597
41411;152;466;463;23;23;21;7;2;5;2;1179;15;1164
41412;21;103;64;1;4;0;1;0;0;1;197;2;195
41413;224;593;537;33;40;33;12;1;3;5;1499;17;1482
41414;185;448;495;46;43;17;5;1;8;2;1267;17;1250
41415;143;354;306;20;30;18;5;0;3;2;895;14;881
41416;285;274;319;31;43;32;8;0;1;0;1008;15;993
41417;119;442;352;21;19;7;8;2;3;1;987;13;974
41418;390;520;540;28;50;38;8;3;8;1;1593;7;1586
41419;130;381;356;12;24;22;6;0;4;3;943;5;938
41420;90;469;444;11;43;18;5;0;3;1;1102;18;1084
41421;109;242;303;22;20;15;6;1;3;0;732;11;721
41422;613;603;688;68;75;73;25;0;4;4;2173;20;2153
41423;142;610;382;26;53;14;6;0;3;0;1247;11;1236
41424;49;222;195;5;19;3;4;0;1;0;504;6;498
41425;131;238;182;16;21;18;4;0;0;0;617;6;611
41426;354;548;578;31;57;21;4;0;4;1;1613;15;1598
41427;35;142;117;6;11;4;3;0;1;0;322;3;319
41428;150;339;195;9;17;15;5;0;1;0;746;15;731
41429;183;337;249;13;31;13;3;4;0;2;845;10;835
41430;180;496;281;46;38;32;14;1;5;3;1116;20;1096
41499;1230;2198;1333;268;270;157;53;4;36;10;5613;50;5563
41500;11359;13530;10306;1227;1788;1384;457;39;182;76;40829;476;40353
